,SK_ID_PREV,SK_ID_CURR,NAME_CONTRACT_TYPE,AMT_ANNUITY,AMT_APPLICATION,AMT_CREDIT,AMT_GOODS_PRICE,NAME_CASH_LOAN_PURPOSE,NAME_CONTRACT_STATUS,DAYS_DECISION,NAME_PAYMENT_TYPE,CODE_REJECT_REASON,NAME_CLIENT_TYPE,NAME_GOODS_CATEGORY,NAME_PORTFOLIO,NAME_PRODUCT_TYPE,CHANNEL_TYPE,SELLERPLACE_AREA,NAME_SELLER_INDUSTRY,CNT_PAYMENT,NAME_YIELD_GROUP,PRODUCT_COMBINATION
985778,1838933,215973,Cash loans,26412.75,675000.0,675000.0,675000.0,Repairs,Approved,-693,Cash through the bank,XAP,Refreshed,XNA,Cash,walk-in,Channel of corporate sales,-1,XNA,36.0,low_normal,Cash Street: low
986011,1105923,394040,Cash loans,19401.435,180000.0,243936.0,180000.0,Everyday expenses,Approved,-1558,Cash through the bank,XAP,Repeater,XNA,Cash,walk-in,Credit and cash offices,-1,XNA,24.0,high,Cash Street: high
986139,2778361,110312,Cash loans,21368.25,90000.0,104733.0,90000.0,Repairs,Approved,-698,Cash through the bank,XAP,Repeater,XNA,Cash,walk-in,Credit and cash offices,-1,XNA,6.0,high,Cash Street: high
986149,1689060,231655,Cash loans,19270.935,180000.0,243936.0,180000.0,Journey,Approved,-2068,Cash through the bank,XAP,New,XNA,Cash,walk-in,Credit and cash offices,-1,XNA,24.0,high,Cash Street: high
986153,2673784,137066,Cash loans,11651.085,135000.0,148365.0,135000.0,Repairs,Approved,-331,Cash through the bank,XAP,New,XNA,Cash,walk-in,Credit and cash offices,-1,XNA,18.0,middle,Cash Street: middle
986203,2209693,101101,Cash loans,32852.295,450000.0,491580.0,450000.0,Buying a new car,Approved,-708,XNA,XAP,New,XNA,Cash,walk-in,Contact center,-1,XNA,24.0,middle,Cash Street: middle
986385,1881180,442639,Cash loans,37339.155,675000.0,767664.0,675000.0,Repairs,Approved,-731,XNA,XAP,New,XNA,Cash,walk-in,Contact center,-1,XNA,48.0,middle,Cash Street: middle
986437,1717358,230228,Cash loans,7227.54,67500.0,91476.0,67500.0,Urgent needs,Approved,-737,Cash through the bank,XAP,Repeater,XNA,Cash,walk-in,Credit and cash offices,-1,XNA,24.0,high,Cash Street: high
986619,2597572,256909,Cash loans,45521.37,490500.0,490500.0,490500.0,Repairs,Approved,-215,Cash through the bank,XAP,Repeater,XNA,Cash,walk-in,Credit and cash offices,-1,XNA,12.0,low_action,Cash Street: low
986814,1384864,263475,Cash loans,19345.5,675000.0,675000.0,675000.0,Repairs,Approved,-768,Cash through the bank,XAP,New,XNA,Cash,walk-in,Channel of corporate sales,-1,XNA,60.0,low_normal,Cash Street: low
987097,1869509,232105,Cash loans,10432.845,103500.0,113746.5,103500.0,Purchase of electronic equipment,Approved,-621,Cash through the bank,XAP,New,XNA,Cash,walk-in,Country-wide,20,Connectivity,18.0,high,Cash Street: high
987170,1368367,376531,Cash loans,21237.75,90000.0,104733.0,90000.0,Repairs,Approved,-557,Cash through the bank,XAP,New,XNA,Cash,walk-in,Credit and cash offices,-1,XNA,6.0,high,Cash Street: high
987203,2414686,401704,Cash loans,35316.0,180000.0,180000.0,180000.0,Everyday expenses,Approved,-2183,Cash through the bank,XAP,Repeater,XNA,Cash,walk-in,Credit and cash offices,-1,XNA,6.0,high,Cash Street: high
987298,2713623,223134,Cash loans,20144.61,607500.0,727785.0,607500.0,Building a house or an annex,Approved,-176,Cash through the bank,XAP,Repeater,XNA,Cash,walk-in,Credit and cash offices,-1,XNA,60.0,low_normal,Cash Street: low
987416,1603132,391901,Cash loans,38028.06,337500.0,353092.5,337500.0,Repairs,Approved,-293,Cash through the bank,XAP,New,XNA,Cash,walk-in,Credit and cash offices,-1,XNA,12.0,middle,Cash Street: middle
987665,2060478,129102,Cash loans,17303.13,315000.0,389844.0,315000.0,Medicine,Approved,-61,Cash through the bank,XAP,Refreshed,XNA,Cash,walk-in,Credit and cash offices,-1,XNA,36.0,middle,Cash X-Sell: middle
987750,1973200,229355,Cash loans,15944.58,135000.0,173839.5,135000.0,Urgent needs,Approved,-685,Cash through the bank,XAP,New,XNA,Cash,walk-in,Credit and cash offices,-1,XNA,18.0,high,Cash Street: high
987812,1125697,285826,Cash loans,41475.42,198000.0,204534.0,198000.0,Repairs,Approved,-654,Cash through the bank,XAP,Repeater,XNA,Cash,walk-in,Credit and cash offices,-1,XNA,6.0,high,Cash Street: high
987893,2252598,434938,Cash loans,6536.34,45000.0,55075.5,45000.0,Purchase of electronic equipment,Approved,-591,Cash through the bank,XAP,Repeater,XNA,Cash,walk-in,Credit and cash offices,-1,XNA,12.0,high,Cash Street: high
987900,2769929,340965,Cash loans,39604.5,1350000.0,1350000.0,1350000.0,Repairs,Approved,-1595,Cash through the bank,XAP,New,XNA,Cash,walk-in,Credit and cash offices,0,XNA,60.0,low_normal,Cash Street: low
987917,1217393,210709,Cash loans,10618.875,45000.0,52366.5,45000.0,Repairs,Approved,-728,Cash through the bank,XAP,Repeater,XNA,Cash,walk-in,Credit and cash offices,-1,XNA,6.0,high,Cash Street: high
987924,2134369,107283,Cash loans,26574.255,225000.0,289732.5,225000.0,Building a house or an annex,Approved,-301,Cash through the bank,XAP,New,XNA,Cash,walk-in,Credit and cash offices,-1,XNA,18.0,high,Cash Street: high
988036,1442549,279862,Cash loans,47261.655,225000.0,232425.0,225000.0,Car repairs,Approved,-778,Cash through the bank,XAP,Refreshed,XNA,Cash,walk-in,Country-wide,20,Connectivity,6.0,high,Cash Street: high
988066,1232571,190887,Cash loans,11516.67,90000.0,95940.0,90000.0,Repairs,Approved,-595,Cash through the bank,XAP,Repeater,XNA,Cash,walk-in,Credit and cash offices,-1,XNA,12.0,high,Cash Street: high
988167,1772357,158732,Cash loans,9804.285,67500.0,82611.0,67500.0,Urgent needs,Approved,-793,Cash through the bank,XAP,Repeater,XNA,Cash,walk-in,Credit and cash offices,-1,XNA,12.0,high,Cash Street: high
988179,1230746,331782,Cash loans,17079.255,135000.0,143910.0,135000.0,Urgent needs,Approved,-886,Cash through the bank,XAP,New,XNA,Cash,walk-in,Country-wide,40,Connectivity,12.0,high,Cash Street: high
988329,2547397,296957,Cash loans,19739.565,135000.0,165226.5,135000.0,Repairs,Approved,-608,Cash through the bank,XAP,Repeater,XNA,Cash,walk-in,Credit and cash offices,-1,XNA,12.0,high,Cash Street: high
988454,1005790,395278,Cash loans,64547.46,562500.0,584775.0,562500.0,Buying a used car,Approved,-878,Cash through the bank,XAP,Repeater,XNA,Cash,x-sell,Credit and cash offices,-1,XNA,12.0,high,Cash X-Sell: high
988487,2641219,106417,Cash loans,10629.72,90000.0,115893.0,90000.0,Education,Approved,-441,Cash through the bank,XAP,Repeater,XNA,Cash,walk-in,Credit and cash offices,-1,XNA,18.0,high,Cash Street: high
988599,2130677,103200,Cash loans,22831.875,337500.0,337500.0,337500.0,Building a house or an annex,Approved,-448,XNA,XAP,Repeater,XNA,Cash,walk-in,Country-wide,40,Connectivity,36.0,high,Cash Street: high
988637,1270811,441102,Cash loans,10611.81,112500.0,123637.5,112500.0,Purchase of electronic equipment,Approved,-2242,Cash through the bank,XAP,Repeater,XNA,Cash,walk-in,Credit and cash offices,-1,XNA,18.0,high,Cash Street: high
988873,1567549,428552,Cash loans,13482.27,135000.0,170640.0,135000.0,Repairs,Approved,-482,Cash through the bank,XAP,Refreshed,XNA,Cash,walk-in,AP+ (Cash loan),4,XNA,24.0,high,Cash Street: high
988923,1414523,338105,Cash loans,9141.255,90000.0,135126.0,90000.0,Repairs,Approved,-694,Cash through the bank,XAP,New,XNA,Cash,walk-in,Credit and cash offices,-1,XNA,36.0,high,Cash Street: high
988954,1333155,111793,Cash loans,33777.675,270000.0,284611.5,270000.0,Buying a used car,Approved,-818,Cash through the bank,XAP,New,XNA,Cash,walk-in,Credit and cash offices,-1,XNA,12.0,high,Cash Street: high
989035,1289516,249563,Cash loans,27796.095,450000.0,512370.0,450000.0,Repairs,Approved,-465,Cash through the bank,XAP,Refreshed,XNA,Cash,walk-in,Credit and cash offices,-1,XNA,36.0,middle,Cash Street: middle
989062,1061202,184050,Cash loans,18852.435,90000.0,92970.0,90000.0,Urgent needs,Approved,-850,Cash through the bank,XAP,New,XNA,Cash,walk-in,AP+ (Cash loan),4,XNA,6.0,high,Cash Street: high
989094,1306068,234028,Cash loans,18852.435,90000.0,92970.0,90000.0,Repairs,Approved,-515,Cash through the bank,XAP,New,XNA,Cash,walk-in,AP+ (Cash loan),4,XNA,6.0,high,Cash Street: high
989127,2790471,127797,Cash loans,27938.925,283500.0,412992.0,283500.0,Education,Approved,-450,Cash through the bank,XAP,Repeater,XNA,Cash,walk-in,Credit and cash offices,-1,XNA,36.0,high,Cash Street: high
989150,1550729,354264,Cash loans,10745.28,90000.0,95940.0,90000.0,Education,Approved,-2374,Cash through the bank,XAP,New,XNA,Cash,walk-in,Credit and cash offices,0,XNA,12.0,high,Cash Street: high
989242,1456924,345455,Cash loans,13270.545,67500.0,69727.5,67500.0,Repairs,Approved,-225,Cash through the bank,XAP,New,XNA,Cash,walk-in,AP+ (Cash loan),4,XNA,6.0,middle,Cash Street: middle
989447,1118822,234631,Cash loans,19210.455,270000.0,341739.0,270000.0,Repairs,Approved,-1978,Cash through the bank,XAP,Repeater,XNA,Cash,walk-in,Credit and cash offices,-1,XNA,24.0,low_normal,Cash Street: low
989636,1969477,365427,Cash loans,13202.685,90000.0,110146.5,90000.0,Wedding / gift / holiday,Approved,-533,Cash through the bank,XAP,Refreshed,XNA,Cash,walk-in,Credit and cash offices,-1,XNA,12.0,high,Cash Street: high
989761,2273184,316978,Cash loans,9933.93,67500.0,82611.0,67500.0,Purchase of electronic equipment,Approved,-1849,Cash through the bank,XAP,Repeater,XNA,Cash,walk-in,Credit and cash offices,-1,XNA,12.0,high,Cash Street: high
989772,1497363,209278,Cash loans,24345.675,540000.0,610569.0,540000.0,Repairs,Approved,-1589,Cash through the bank,XAP,Refreshed,XNA,Cash,walk-in,Credit and cash offices,0,XNA,36.0,low_normal,Cash Street: low
989869,1389531,130859,Cash loans,8010.9,67500.0,67500.0,67500.0,Medicine,Approved,-595,XNA,XAP,Repeater,XNA,Cash,walk-in,Country-wide,40,Connectivity,12.0,high,Cash Street: high
989930,1462684,104132,Cash loans,16075.08,135000.0,173839.5,135000.0,Repairs,Approved,-1696,Cash through the bank,XAP,Repeater,XNA,Cash,walk-in,Credit and cash offices,-1,XNA,18.0,high,Cash Street: high
989978,2427485,417848,Cash loans,18274.545,180000.0,197820.0,180000.0,Repairs,Approved,-1485,Cash through the bank,XAP,Repeater,XNA,Cash,walk-in,Credit and cash offices,-1,XNA,18.0,high,Cash Street: high
990066,2737248,423364,Cash loans,44372.43,450000.0,553410.0,450000.0,Buying a used car,Approved,-410,Cash through the bank,XAP,Repeater,XNA,Cash,walk-in,Credit and cash offices,-1,XNA,18.0,middle,Cash Street: middle
990107,1604218,184622,Cash loans,18170.64,450000.0,549792.0,450000.0,Medicine,Approved,-1473,Cash through the bank,XAP,Repeater,XNA,Cash,walk-in,Credit and cash offices,0,XNA,48.0,low_normal,Cash Street: low
990136,1270473,123012,Cash loans,27926.595,450000.0,512370.0,450000.0,Repairs,Approved,-588,Cash through the bank,XAP,New,XNA,Cash,walk-in,Credit and cash offices,-1,XNA,36.0,middle,Cash Street: middle
990175,2390581,426918,Cash loans,13072.185,90000.0,110146.5,90000.0,Repairs,Approved,-635,Cash through the bank,XAP,Repeater,XNA,Cash,walk-in,Credit and cash offices,-1,XNA,12.0,high,Cash Street: high
990176,1393941,309692,Cash loans,9765.99,90000.0,121968.0,90000.0,Education,Approved,-1652,Cash through the bank,XAP,Repeater,XNA,Cash,walk-in,Credit and cash offices,-1,XNA,24.0,high,Cash Street: high
990277,1110458,178064,Cash loans,30662.91,292500.0,388089.0,292500.0,Repairs,Approved,-540,Cash through the bank,XAP,Repeater,XNA,Cash,walk-in,Credit and cash offices,-1,XNA,24.0,high,Cash Street: high
990291,2033537,371478,Cash loans,13071.105,90000.0,110146.5,90000.0,Repairs,Approved,-1342,Cash through the bank,XAP,New,XNA,Cash,walk-in,Credit and cash offices,-1,XNA,12.0,high,Cash Street: high
990335,1277404,276026,Cash loans,29260.305,337500.0,368685.0,337500.0,Everyday expenses,Approved,-450,Cash through the bank,XAP,Repeater,XNA,Cash,walk-in,Credit and cash offices,-1,XNA,24.0,high,Cash Street: high
990720,1987842,118063,Cash loans,18601.785,157500.0,202810.5,157500.0,Purchase of electronic equipment,Approved,-592,Cash through the bank,XAP,New,XNA,Cash,walk-in,Credit and cash offices,-1,XNA,18.0,high,Cash Street: high
990977,1268609,157545,Cash loans,28465.38,225000.0,239850.0,225000.0,Buying a used car,Approved,-523,Cash through the bank,XAP,New,XNA,Cash,walk-in,Credit and cash offices,-1,XNA,12.0,high,Cash Street: high
990983,1557060,114102,Cash loans,24888.15,315000.0,315000.0,315000.0,Furniture,Approved,-538,Cash through the bank,XAP,Repeater,XNA,Cash,walk-in,Credit and cash offices,-1,XNA,24.0,high,Cash Street: high
991048,1017056,107176,Cash loans,35316.0,180000.0,180000.0,180000.0,Everyday expenses,Approved,-2215,Cash through the bank,XAP,Repeater,XNA,Cash,walk-in,Credit and cash offices,-1,XNA,6.0,high,Cash Street: high
991208,2028113,171341,Cash loans,11971.98,126000.0,126000.0,126000.0,Repairs,Approved,-75,Cash through the bank,XAP,Repeater,XNA,Cash,walk-in,Credit and cash offices,-1,XNA,12.0,low_normal,Cash Street: low
991266,2580826,332111,Cash loans,8746.65,247500.0,247500.0,247500.0,Urgent needs,Approved,-481,Cash through the bank,XAP,New,XNA,Cash,walk-in,Credit and cash offices,-1,XNA,48.0,low_normal,Cash Street: low
991287,2002200,295863,Cash loans,11681.055,49500.0,57604.5,49500.0,Everyday expenses,Approved,-537,Cash through the bank,XAP,Repeater,XNA,Cash,walk-in,Credit and cash offices,-1,XNA,6.0,high,Cash Street: high
991798,1687045,111677,Cash loans,32681.25,225000.0,275373.0,225000.0,Repairs,Approved,-662,XNA,XAP,Refreshed,XNA,Cash,walk-in,Credit and cash offices,-1,XNA,12.0,high,Cash Street: high
991846,2328952,291346,Cash loans,15319.17,180000.0,197820.0,180000.0,Medicine,Approved,-1876,Cash through the bank,XAP,Repeater,XNA,Cash,walk-in,Credit and cash offices,-1,XNA,18.0,middle,Cash Street: middle
991979,1995079,440946,Cash loans,17801.91,315000.0,367389.0,315000.0,Buying a used car,Approved,-1720,Cash through the bank,XAP,Repeater,XNA,Cash,walk-in,Credit and cash offices,-1,XNA,36.0,middle,Cash Street: middle
992051,2075880,386831,Cash loans,36840.87,675000.0,763209.0,675000.0,Repairs,Approved,-1816,Cash through the bank,XAP,Repeater,XNA,Cash,walk-in,Credit and cash offices,0,XNA,36.0,middle,Cash Street: middle
992118,1900313,308681,Cash loans,21490.56,180000.0,191880.0,180000.0,Medicine,Approved,-2031,Cash through the bank,XAP,Repeater,XNA,Cash,walk-in,Credit and cash offices,0,XNA,12.0,high,Cash Street: high
992154,1959809,433205,Cash loans,32811.75,225000.0,275373.0,225000.0,Repairs,Approved,-757,Cash through the bank,XAP,New,XNA,Cash,walk-in,AP+ (Cash loan),5,XNA,12.0,high,Cash Street: high
992185,2015701,397500,Cash loans,9072.045,90000.0,98910.0,90000.0,Purchase of electronic equipment,Approved,-559,Cash through the bank,XAP,Repeater,XNA,Cash,walk-in,Country-wide,40,Connectivity,18.0,high,Cash Street: high
992254,2280523,345612,Cash loans,52788.78,1125000.0,1255680.0,1125000.0,Repairs,Approved,-782,Cash through the bank,XAP,Repeater,XNA,Cash,walk-in,Credit and cash offices,-1,XNA,48.0,middle,Cash Street: middle
992282,2291077,241726,Cash loans,11111.67,76500.0,93627.0,76500.0,Urgent needs,Approved,-529,Cash through the bank,XAP,Repeater,XNA,Cash,walk-in,Credit and cash offices,-1,XNA,12.0,high,Cash Street: high
992331,1277380,414138,Cash loans,22051.845,270000.0,306531.0,270000.0,Everyday expenses,Approved,-599,Cash through the bank,XAP,Repeater,XNA,Cash,walk-in,Credit and cash offices,-1,XNA,30.0,high,Cash Street: high
992333,2149868,266032,Cash loans,31371.975,270000.0,342040.5,270000.0,Repairs,Approved,-696,Cash through the bank,XAP,Repeater,XNA,Cash,walk-in,Credit and cash offices,-1,XNA,18.0,high,Cash Street: high
992394,2833232,343447,Cash loans,18480.735,270000.0,299938.5,270000.0,Journey,Approved,-1496,Cash through the bank,XAP,Repeater,XNA,Cash,walk-in,Credit and cash offices,-1,XNA,24.0,middle,Cash Street: middle
992445,1414332,195839,Cash loans,21682.89,202500.0,274432.5,202500.0,Repairs,Approved,-444,Cash through the bank,XAP,Repeater,XNA,Cash,walk-in,Credit and cash offices,-1,XNA,24.0,high,Cash Street: high
992478,2466116,301611,Cash loans,17422.965,135000.0,162967.5,135000.0,Building a house or an annex,Approved,-150,Cash through the bank,XAP,Repeater,XNA,Cash,walk-in,Credit and cash offices,-1,XNA,12.0,middle,Cash Street: middle
992548,1171133,370899,Cash loans,25450.47,225000.0,239850.0,225000.0,Education,Approved,-271,Cash through the bank,XAP,New,XNA,Cash,walk-in,Credit and cash offices,-1,XNA,12.0,middle,Cash Street: middle
992591,1540129,251245,Cash loans,18365.58,225000.0,269550.0,225000.0,Journey,Approved,-625,Cash through the bank,XAP,New,XNA,Cash,walk-in,Credit and cash offices,-1,XNA,36.0,high,Cash Street: high
992737,2557112,375374,Cash loans,9426.24,45000.0,46485.0,45000.0,Urgent needs,Approved,-543,Cash through the bank,XAP,Repeater,XNA,Cash,walk-in,AP+ (Cash loan),1,XNA,6.0,high,Cash Street: high
992793,1413391,347547,Cash loans,13984.83,135000.0,192582.0,135000.0,Repairs,Approved,-658,Cash through the bank,XAP,Repeater,XNA,Cash,walk-in,Credit and cash offices,-1,XNA,30.0,high,Cash Street: high
992945,2713728,284628,Cash loans,11386.17,90000.0,95940.0,90000.0,Journey,Approved,-477,Cash through the bank,XAP,Repeater,XNA,Cash,walk-in,Country-wide,40,Connectivity,12.0,high,Cash Street: high
993055,2191822,144939,Cash loans,55380.6,1800000.0,2013840.0,1800000.0,Repairs,Approved,-58,Cash through the bank,XAP,Refreshed,XNA,Cash,walk-in,Credit and cash offices,-1,XNA,60.0,low_normal,Cash Street: low
993078,1941387,377268,Cash loans,42231.015,900000.0,1004544.0,900000.0,Buying a used car,Approved,-639,XNA,XAP,Repeater,XNA,Cash,walk-in,Contact center,-1,XNA,48.0,middle,Cash Street: middle
993108,1798270,434414,Cash loans,17079.255,135000.0,143910.0,135000.0,Journey,Approved,-492,XNA,XAP,New,XNA,Cash,walk-in,Credit and cash offices,-1,XNA,12.0,high,Cash Street: high
993125,1623185,203634,Cash loans,11608.47,157500.0,178290.0,157500.0,Education,Approved,-209,Cash through the bank,XAP,New,XNA,Cash,walk-in,AP+ (Cash loan),5,XNA,24.0,middle,Cash Street: middle
993300,1916082,453086,Cash loans,13072.185,90000.0,110146.5,90000.0,Wedding / gift / holiday,Approved,-784,Cash through the bank,XAP,New,XNA,Cash,walk-in,Credit and cash offices,-1,XNA,12.0,high,Cash Street: high
993303,2354660,173635,Cash loans,16099.065,180000.0,203760.0,180000.0,Urgent needs,Approved,-714,Cash through the bank,XAP,Repeater,XNA,Cash,walk-in,Credit and cash offices,-1,XNA,24.0,high,Cash Street: high
993306,2235195,227763,Cash loans,13363.965,135000.0,170176.5,135000.0,Repairs,Approved,-363,Cash through the bank,XAP,Repeater,XNA,Cash,walk-in,Credit and cash offices,-1,XNA,18.0,middle,Cash Street: middle
993350,1880554,202950,Cash loans,73962.945,1350000.0,1428408.0,1350000.0,Urgent needs,Approved,-187,Cash through the bank,XAP,Repeater,XNA,Cash,walk-in,Credit and cash offices,-1,XNA,24.0,low_normal,Cash Street: low
993462,2756144,212323,Cash loans,48111.885,337500.0,405391.5,337500.0,Repairs,Approved,-366,Cash through the bank,XAP,Repeater,XNA,Cash,walk-in,Credit and cash offices,-1,XNA,12.0,high,Cash Street: high
993595,1084626,167373,Cash loans,6535.8,45000.0,55075.5,45000.0,Repairs,Approved,-1937,Cash through the bank,XAP,Repeater,XNA,Cash,walk-in,Credit and cash offices,0,XNA,12.0,high,Cash Street: high
993622,2245659,420327,Cash loans,10618.335,45000.0,52366.5,45000.0,Repairs,Approved,-1597,Cash through the bank,XAP,Repeater,XNA,Cash,walk-in,Credit and cash offices,0,XNA,6.0,high,Cash Street: high
993653,1915958,314261,Cash loans,32852.295,450000.0,491580.0,450000.0,Repairs,Approved,-880,XNA,XAP,Repeater,XNA,Cash,walk-in,Contact center,-1,XNA,24.0,middle,Cash Street: middle
993694,1895347,174226,Cash loans,5090.085,45000.0,47970.0,45000.0,Wedding / gift / holiday,Approved,-345,XNA,XAP,New,XNA,Cash,walk-in,Country-wide,57,Connectivity,12.0,middle,Cash Street: middle
993782,1480674,366227,Cash loans,8670.105,67500.0,71955.0,67500.0,Repairs,Approved,-613,Cash through the bank,XAP,Repeater,XNA,Cash,walk-in,Credit and cash offices,-1,XNA,12.0,high,Cash Street: high
993798,2652938,385629,Cash loans,38332.575,450000.0,573583.5,450000.0,Everyday expenses,Approved,-618,XNA,XAP,Repeater,XNA,Cash,walk-in,Contact center,-1,XNA,24.0,middle,Cash Street: middle
